start	end	text
1076880	1088880	So so what we want to so this is you know kind of a regression problem where you want to predict what will be the value of total organic carbon if my signature looks something like this.
1088880	1096880	Okay so your signature may vary as I said right I mean one soil sample may have this kind of signature another soil sample may have the fear.
1096880	1114880	So that may represent you know more of total organic carbon or less total organic carbon depending upon you know by and we can analyze that no by looking at lots of data only okay so but the final task is I mean whatever analysis we do we want to finally predict what is the soil organic no content.
1114880	1128880	In that no sample okay so normally when you want to do machine learning on any type of data you always have you know this input output fear that you want your model to train on.
1128880	1142880	Okay so here so what is the input so what is the input that you will give to your machine learning model while training this spectral reflectance that you capture from 200 pants this will be the input for each of this spectral signature.
1142880	1152880	So since you you have not trained your model you have to start the training you need to also you know tell what was the observed let's say total organic carbon for this particular let's a first sample.
1152880	1169880	So for first sample you will have a spectral signature as well as a lesson lab calculated total organic carbon content information okay so so this first pair that you give the machine learning model to train from will be your.
1169880	1194880	You know this spectra and what is the corresponding total organic carbon that you could figure out by doing some better analysis okay similarly if let's say if you do this exercise for once and we have collected thousands of sample from you know various locations in the area where we are interested you know in the geographical location where we are interested and we took it to the lab.
1194880	1215880	So what we do is we normally note the Jewish special location of these places from where we have picked this sample and we store that so that later on we can match what was the reflectance you know or the you know signature of these samples when I captured it using satellite so satellite is always you know capturing from the top.
1215880	1244880	All the signature of all the sample that we want to collect okay so so anyway we will have an image which will have some pixels corresponding to each of the samples that we took to the lab okay so so understand the in a whole picture I mean what we have so maybe you know I have it in the next one okay so what we have is we have both this pair okay input output pair for many soil samples how can we have this because no our camera can not only picture you know captured picture of one.
1244880	1273880	No soil sample it or one small location on land but it can simultaneously even at one go it can capture picture of multiple location on the ground okay so we keep that information that image which is we call spectral signature and we also collect soil sample from all those location and take that to lab so in the lab what we get is the actual total organic you know carbon that is present in those samples so we recorded no in some Excel file let's say
1274880	1304880	no some CSB kind of format I mean we create an Excel file and then we ask our chemist to record for each soil sample know which are identified by let's say some soil sample ID what is the total organic carbon that they they could observe or they could figure out using their let's a chemical test okay so we store this information in one Excel file and then we also take the image captured by our satellite and from the geospatial location that we stored for each
1304880	1333880	of these samples that we collected we can figure out that what will be the spectral signature of all these samples right from that one image we can actually figure out because in that one image has multiple pixel where many of these pixel correspond to the samples that we have collected and take into the lab okay so the so the for every soil sample what you will have finally is a spectral signature as well as what was the actual total organic carbon present in that sample okay
1333880	1363780	and we can do it as many times as possible we can afford because this is as I said very labor intensive so you may not be able to let's say no collect millions of sample and do this no no wait and at least we can do hundreds of sample collection and then also collect their spectral signature using satellites okay so for the same soil sample we are we are collecting to information and it should be very clear to you know from now on what the very first information that you are collecting is from the satellite so what was the spectral signature of the soil sample that you know
1363780	1393680	that was collected by the satellite and the second information that you get is from the chemist so when you take the sample to the chemist you ask them to do some you know chemical analysis and tell us what is that let's it content of the total organic carbon budget in this particular sample so for each sample you have this two pair and when I collect multiple sample and you know collect these two information corresponding to each of those sample then I will have a CSV file or you know Excel file
1393680	1423640	where my inputs will be spectras you know these spectral signature which is nothing but you know information about 200 bands or 200 plus bands and the output value that I want to finally predict using my machine learning that I will train on this data will be those 12 total so you know soil organic carbon or you know total organic carbon that lab chem or chemist has you know calculated okay so so what will machine learn machine will try to
1423640	1439640	see from this data set which has both spectra as well as the actual total organic content of the you know each sample machine will try to see at the spectra and try to learn how to predict total organic carbon okay so for every machine learning model there has to I mean
1439640	1448640	those which as you know supervised learning you have to give this input output pair so whatever you want to predict we call it as output or target value okay
1448640	1468640	and whatever you give as input we call it you know features on which we want to train the machine okay so for example the very obvious feature here is all these wavelength information what what what was the magnitude of each of these wavelength that was let's say you know reflected by this particular soil sample is what we call features
1468640	1484640	and what is the target value you know here is the total organic no carbon that was observed by this chemical you know chemist in the lab okay so let's say if you have you know 700 or 800 sample that you have collected from different places
1484640	1494640	and also collected their signature then in a CSV file you can easily you know store this data although I mean they will be stored by you know they will be given to you by different you know persons one from you know maybe
1494640	1518640	store some other you know space organization and one from this you know chemical labs that you have sent the samples to so you have to collect both the sample and then then you have to know somehow identify that for each of the sample can you correctly identify what is the spectral signature and what is the actual soil organic carbon then we are in a position to do any machine learning task right
1518640	1534640	because you need these many input output pair on which you want to train your machine learning model okay so in any supervised machine learning you always need this to you know pair of data for multiple samples so if you have you know many data of this kind where you know
1534640	1546640	you have both these element of the pair the spectral signature as well as federal organic carbon then we can think of you know creating a model and then training them on this kind of data okay
1546640	1565640	so this is what is you know in concise way if I want to tell you I mean what what do we want to learn so we want some you want to learn some function over a spectral signature that can tell us what will be the percentage total organic carbon and how we will do it you know using existing data that we already have.
1566640	1583640	Now I mean I don't want to spend time here I mean just read it no no association key indicator for overall soil health and I mean presence of association answers nutrients no cycling and water retention if you can no predicted properly then
1583640	1594640	you can actually improve soil structure and prevent erosion and it's very critical for carbon sequestration efforts I mean which I told you earlier that no CO2 is not good in air
1594640	1602560	but carbon is very good in soil. If you can somehow push back some of these CO2 into soil
1602560	1609440	in form of carbon then this is actually very good for overall health of soil as well as no us.
1609440	1613520	So that's why I mean if you can predict soil organic carbon you can actually predict
1613520	1618560	no crop productivity and all that kind of thing and shall we do something to
1618560	1623120	let's say prevent this soil loss or this no total organic carbon loss from the soil
1623840	1631920	in the area where we are interested in. So this is the overall workflow that I you know
1631920	1638240	talk to you just now right so this is satellite which is taking you know image of some
1639120	1645440	portion of land okay and if let's say we could build successfully a machine learning model
1645440	1651200	that is very let's say you know accurate or satisfactoryly accurate to predict
1651200	1656800	total organic carbon in the soil then so what will be what will the final product look like is
1656800	1664320	what I'm trying to show you in this picture so this is into in pipeline so what we will we can do
1664320	1668960	finally if we have those no machine learning models already let's say trained and you know
1668960	1677280	available to us we can directly take satellite or any no aircraft data of that particular
1677360	1683440	piece of land in which let's say we are interested okay and we can collect the hyper spectral images
1683440	1689680	from these you know devices that is mounted on this satellite or other no vehicles some and
1690320	1695440	this hyper spectral images will be nothing but spectral signature right and since I have trained
1695440	1703600	my machine learning model to predict soil organic content by just looking at spectral signature
1704560	1710640	my machine learning model will be able to tell me what is the soil carbon map okay for each
1710640	1716000	of the pixel it can actually predict you what is the soil content or unless so what is the total
1716000	1721520	organic carbon present in that particular piece of you know soil sample and if you can do that
1722160	1728160	then what you will have finally is a map whereby region I mean you can automatically you know
1728720	1733440	plot and show me what will be the total organic car what is the total organic carbon present in
1733440	1739280	this piece of land okay and how it varies let's say along the no different landscape and geography
1739280	1745360	that you are interested in now this kind of information can be very useful for farmers and
1745360	1750960	policymakers now because no they can not decide depending upon what properties you are guessing in
1750960	1755440	this case we are you know guessing total organic carbon but we can maybe you know also
1756320	1762960	train model to guess maybe nitrogen in the you know soil and if the nitrogen is less then I mean
1762960	1768880	they can maybe put some fertilizer to improve the nitrogen you know content of the soil so that's
1768880	1774160	why I mean this this is a very you know realistic project where I mean if you have see the only
1774160	1779120	bottleneck is this machine learning model right which we don't know right now we don't have
1779120	1784160	but if you get a lot of sample that I told you in the last you know slide then we can maybe
1784240	1789440	train machine learning model and once we have this machine learning model we can create software
1789440	1794000	which can directly take the satellite images of the you know geographic location that you are
1794000	1801040	interested in and finally produce you a map like this okay which you know clearly shows you how
1801040	1805680	this no presence of total organic carbon varies from one location to another location and this is
1805680	1811200	very informative right then we can inform policymakers that you know you need to provide farmers with
1811200	1817360	some you know fertilizers that can improve these things or you need to make some policy that
1817360	1822400	will make sure that the total organic carbon is not depleting in this region you know you slow
1822400	1827200	down the rate of depletion of total organic carbon okay so this is the overall you know outcome that
1827200	1835200	or the project you know vision okay so this is no into in pipeline after we have this but now the
1835200	1839840	whole question is I mean since we don't have it we would like to our project actually aims
1840480	1848000	towards building this machine learning model okay so I hope you know
1849200	1855840	right now I mean you are clear about the no significance of this project right I mean if you
1855840	1861040	once you train this machine learning model where they can be used and you also understand
1861040	1868320	what will be the input while training machine learning model on this kind of data okay so so I
1868320	1876960	hope you understand this context very well now by now so so this is not something very new in the
1876960	1883360	world I mean many you know it does you know many developed countries like Israel and Brazil has
1883360	1888320	already replaced you will you snatched their you know agriculture by doing this kind of you know
1888320	1893520	precision agriculture so then we generally call this no precision agriculture can we use satellite
1893520	1901680	data to accurately predict soil content and then you know use fertilizers in an informed way
1901680	1906960	to let's say you know improve those missing content only in the location where it is missing rather
1906960	1912560	than you know you know using you know these fertilizers blindly and then again you know producing
1912560	1918640	some other kind of you know disasters so so this is you know what this projector is to handle
1918880	1927920	why this becomes you know so challenging because you know these are some of the reasons why this is
1927920	1933520	not so easy you know there is no you know simple physical law or you know mathematical law
1934320	1939600	which can you know take these you know signatures and tell you what is a soil component right
1939600	1944640	because it is very high dimensional problem first I mean the data is very high dimensional if you
1944640	1950400	see I mean there are thousands of spectral information that you get as input and by looking at the
1950400	1955600	trend on this thousand of you know you know band you have to actually predict what will be the
1955600	1962960	structural organic carbon and also this is a very interesting I mean so every you know chemical
1962960	1971120	come let's say compounded some absorption feature but in in a given soil sample you hardly have
1971120	1977280	only one chemical you know compound right so normally a soil component or a soil will have
1977280	1982880	you know multiple chemical you know compound which we call you know their chemical composition
1982880	1988080	and each of these chemical you know compound has some different spectral signature and when they
1988080	1993520	are present together I mean their spectral signature may you know mix with each other and then you
1993520	1998880	cannot you know accurately predict why this dip is there I mean is it there because of this first
1998880	2003440	property second property or third property because sometimes you know different kind of soil
2003440	2009600	you know chemical composition may cause similar kind of you know absorption feature or reflectance
2009600	2015360	feature so in that case so this is what we call you know spectral mixing so it actually it's not
2015360	2020960	that easy to say that you know this particular wavelength is let's absorb more by this compound only
2020960	2026560	okay so there may be other compounds also that may you know suppress the amplitude of wavelength
2026640	2033440	there plus there are no atmospheric interference when you know capture a satellite image in between
2033440	2039360	you know your satellite and the land there is an atmosphere right and atmosphere continuously
2039360	2043600	keep changing right in in in in let's say you know winter you have a different atmosphere in
2043600	2049600	monsoon you have a different atmosphere so when these rays you know are reflected from ground they do
2049600	2057040	not you know reach the satellite cameras with the same you know amplitude that they were reflected
2057040	2062800	from the ground okay because you know a water molecules in in the air may capture some of those
2062800	2068000	no wavelength further and then cause some you know interference which does not give you act
2068000	2073120	you know correct the correct data that you want to train on okay and then sometimes these
2073120	2077920	relationships are very non-linear and no physics and mathematics normally I mean work well when
2078400	2083040	you have simple relationship and you can express it in some mathematical equation so that's why
2083040	2087840	I mean in this kind of situation I mean machine learning methods actually side and that's why you
2087840	2093840	know machine ML methods are you know becoming more and more useful in this kind of area where you
2093840	2100480	know you want to predict this kind of complex high dimensional you know you know features I mean
2100480	2104400	you can you want to train and predict based on this kind of you know complex high dimensional
2105200	2109680	which are non-linear in nature okay so that's why we are going to machine learning you know models
2110880	2118560	so these you know this is our projects road map so we will see you know into in you know project
2118560	2124240	development in this kind of current project so into in data science no pipeline with the very
2124240	2131120	first step is no data wrangling where you get the raw spectra and then you have to clean that
2131120	2136480	data say okay so I will provide you with you know this initial data where you know your input
2137040	2142880	saw actually spectra as well as these chemical composition of the soil that has been measured by let's
2142880	2150400	say no you know this kind of this laboratory so you this will be available to you but then you
2150400	2156400	may need to do some you know data cleaning because many a times you don't get this data in the most
2156400	2161760	no clean for I mean they may have some impurity there may be some missing values in the data
2161760	2166560	and you have to take care of all that before you start you know your machine learning or training
2166560	2173200	process of for the machine learning you know model then this you know data raw data may not be
2173200	2177760	always the best kind of data on which you want to train your model so this is also very important
2177760	2183680	and that this is called feature engineering so normally no machine learning machine or you know
2183680	2191920	these ML models learn well when you do some sort of prepossessing on this data and you know filter
2191920	2197440	out some features which are really important for the learning perspective and this is one
2197440	2203360	information you know where domain knowledge comes very you know handy because soil scientist has
2203360	2207520	been let's say working in this area for quite long and they more or less know what kind of
2208320	2214960	preprocessing on a data helps you know figure out some certain property from that kind of data okay
2214960	2219760	so these are these are this is what we call you know feature engineering and I will tell you about
2219760	2227280	some of the you know preprocessing that normally soils and this do on this hyper spectral data
2227280	2235600	so that the feature can be you know the feature can clearly indicate what is the content of different
2235680	2240640	let's say chemical composition in in the soil okay so there are some you know feature important
2242240	2246400	feature really and there are some you know preprocessing technique which are really prevalent in
2246400	2250560	this domain and I will tell you about that I will tell you about the signature of those functions
2250560	2256640	and maybe ask you to implement now those functions which will do some sort of preprocessing on
2256640	2264560	the spectra before before we start now our model building the face then once you have no clean data
2264560	2271520	and let's say improved in a feature improved data then we will start the whole process of
2271520	2277840	model building where we will you know initialize the model and then we will try to you know
2277840	2285040	but train the model in a way so that no the prediction is good okay and while doing this we will not
2286080	2292480	restrict to one method but no I encourage you to take a look at four or five different method
2293360	2298320	released in the project description so so that no you can have a look at those different methods
2298320	2304480	you can search web about how those method roughly works you don't need to know all the detail of
2304480	2310960	these you know algorithms but you just need to figure out what is the you know key idea behind
2310960	2318240	this algorithm and how to you know implement those algorithm inside Python Python mostly has
2318240	2322640	available you know libraries which implements most of these algorithms so you don't have to write
2322640	2327760	anything from a stat but you need to at least know the interface of using those functions right the
2327760	2333120	way we you know said that we should write always nice dog strings so that anyone can know use
2333120	2339200	our functions in future so a Python developer has already implemented most of these commonly
2339200	2346880	or you know well known algorithms ML algorithms that you know people use for training models so you
2346880	2354640	can you know simply import their modules and use these models directly by knowing the interface
2354640	2360640	clearly okay so so this is not something that you need to build from a stat but no functions are
2360640	2366160	already there for you know training the model you know and you know predicting or you know
2366160	2370800	getting the score or prediction score of this model so but then you need to do at least you know
2370800	2376320	this initial data cleaning and feature engineering before you can you know invoke this model and of
2376320	2380480	course for using this function you need to know some functionality of this algorithm so that basic
2380480	2387760	functionality you should no figure out on your own by looking on way once we build model we don't stop
2387760	2393120	there because you know many people can build model but whether those models are reliable or not is
2393120	2402320	what we want to you know check and once you get the model can we do post you know analysis to
2402320	2410880	figure out what are the features that let's say help most for you know in deciding this soil
2410880	2416320	organic carbon so this is what we call feature importance analysis so now not maybe all of the
2416320	2421280	multi spectra which is available there was helpful in predicting let's say total organic carbon so
2421280	2428320	what were those no wavelengths or the region of wavelengths that help machine learning model most
2428560	2435440	let's say learning about all predicting soil organic carbon okay so this is what you know we also
2435440	2442240	do so this we call post model analysis we try to come up with what is the score what can we talk
2442240	2447680	about some quantitative metric by which we can tell that no this model is better predicting better
2447680	2452480	than other one or not and then also so if let's say this model is the best one among the
2452560	2458560	available model so what we are the feature that help this model most in predicting this kind of
2459280	2467040	no carbon content or any other nutrient contents so learning objective is you know you will be
2467040	2472480	able to frame real world problem as ML task you can in a process an engineer feature from raw data
2472480	2476080	so this is what we will learn I mean I will give you signature and you have to implement it
2476080	2480880	you will build and evaluate regression models you know effectively at least four five regression
2480880	2487440	model I will ask you to you know build and you know train from the scratch and then we will do
2487440	2492640	this interpretation of this model to get scientific insight that really what were the important
2492640	2497840	feature that helped our machine learning model to learn best and you know predict in a nice way
2497840	2503840	I mean the soil composition and how to communicate these results to domain experts because no domain
2503840	2510720	expert may not know all the ML that you know but they may want know these information that you
2510720	2516720	derive out of your whole project in form of some plots or some graphs no so that it's easy for
2516720	2522320	them to visualize and make sense or you know derive some nice insight from the whole experimentation
2522320	2527760	that you have done okay so this communication is equally you know important it's not
2527760	2534880	your task does not in that just getting this model so you you should be able to present it to
2534880	2540320	the you know field expert and they should be able to get you know good insight by looking at
2540320	2546400	your whole you know approach or your final data so communication is very you know essential
2548000	2554240	so so today we just discussed know why and what we are going to do and the project implementation
2554320	2560720	will teach you how to do it okay and in the process of doing it you will eventually know about
2560720	2565360	know something about Winopanda numtapai and other python library that is no available
2567200	2572000	with you so with this I would like to conclude today's lecture and I will also share
2572000	2578080	these data with you so start exploring them and in the next lecture I will talk about the
2578080	2584000	detailed you know pipeline how to do this kind of problem solving in a stepwise step manner again
2584000	2590640	without showing you the exact code okay and asking you to do this on your own so thank you I will
2590640	2592640	see you in the next video
