start	end	text
280120	286840	if we run this, you will see that the original list actually gets, you know, sorted, and this
286840	292440	is an in place sorting, which has a side effect, so let me run this base of code, and you can
292440	300000	see the original list was, you know, 3, 1, 4, 1, 5, 9, 2, but now the sorted list, so after
300000	304800	sort, I'm not, you know, I'm printing again the same list, right, this is what I'm passing
304800	311160	as an argument when I printing, when I'm printing next time, and we see that the original
311160	316280	list itself has changed, okay, this is important to, you know, keep in mind that your original
316280	322040	list gets changed when you use, you know, list start sort, okay, so this is also called
322040	328760	in place sorting, which modifies your original list, okay, so you can use the same function,
328760	335640	let me, you know, copy this function, so you can use the same function to sort in place
335640	341960	and sort in descending order, okay, so wherever you want to, let me write down what we want
341960	348320	to do, now we want to use the same function, but now we increase, you know, increasing
348320	362800	order, what we want to sort in descending order, okay, if you want to sort again the
362800	368360	same numbers in descending order, now remember the number has changed to this one, okay,
368360	372240	the latest value in the numbers is this one, because we have applied an in place sort,
372480	380520	if I want to sort the same list in an descending order, so what we need to pass here is we have
380520	388640	to indicate this, okay, and the way to indicate it, you write down the reverse is equal to
389920	396480	group, okay, so by default the value of reverse argument is taken as, you know, false, if you don't
396480	405040	write anything, I mean Python assumes that you want to sort the list in the increasing order,
405040	411040	but if you want to sort it in decreasing order or descending order, you explicitly pass that,
411040	416320	you know, I want to reverse the list, I mean, because this reverse is equal to true, we'll
416320	423200	indicate to the library to the Python that you want to sort them in descending order, okay, so
423200	429680	we shall also, you know, print to see the, what is the effect, because remember, I mean, we are
429680	435360	not storing the value in some other variables, so if you want to see what happened to, you know,
435360	441120	the list or what's the side effect of this, let's say instruction, then we need to explicitly
441760	449440	print it, so let me not print, again, I mean same thing, right, after sort,
453360	465600	but now, you know, what we have passed is not true, value, true, no reverse, so this is what we
468560	473200	have passed, and now we want to see what is the effect of this,
477200	481760	and you can see as expected, we get the reverse list, right, so this is how, you know, we can
482320	488640	use this, you know, short function in build library, short function to actually sort
488640	495200	a list either in, you know, increasing order or in descending order, but, you know, in both the
495200	502080	cases, you know, be sure that your list, original list will change, okay, so this will what happened
502160	508880	when you use this function in this particular way. Now, the next thing,
514320	521040	so one more thing that you may want to do is, you know, not sort a list, right, I mean,
521040	527040	you may also want to, you know, simply reverse your list, rather than sorting it in increasing
527120	533200	or decreasing order, we may sometimes want to, you know, do a simple reversal kind of, you know,
533200	539520	act, so if you want to do that, then again, I mean, there is a very easy way to do that,
539520	545680	use library function, dot reverse, okay, so what we are saying is, instead of sorting,
545680	551920	so here the action will be same because it's already, it was now sorted in descending order,
551920	557280	but let's see, if I just want to reverse it and not sort it, okay, so maybe, you know, for that,
560560	567200	so what we are trying to discuss now is how to reverse and how to do a implicit reverse of a
567200	575600	string, okay, of a, sorry, list, so let's say again, if I write known this, let me copy this
575600	581360	original list here, after this, let's say, if I define my numbers to be this one, and if you
581360	590560	want to simply reverse it, let me in your final list, it should be 2951413 in this particular case,
590560	599920	then the way to do this is you simply call this reverse method,
600560	610640	okay, and if you do this, then what you can expect is on this thing, so let us now print it also,
610640	624800	okay, let me print this thing, and you see, now you can reverse it, okay, so you know now how to
624880	631440	sort in increasing, decreasing order, as well as how to reverse a given string, and how to do
631440	637760	this in place, you know, activity, I mean, so the side effect is that in all these three cases,
637760	647600	your original list will get changed, so it will not get modified, but what if you want to do this
647600	654160	type of activity, but then you know, you don't want to maybe change your original list,
654160	661760	so the way to do that is use this sorted function instead of not sort, okay, so the sorted,
661760	666960	sorted this one, the sorted function creates new sorted list without modifying the original list,
666960	673760	okay, so if you do not intend to change the original list and just want to maybe get a sorted
673760	681120	version of it, then you can use this sorted function, okay, so let me again write down for you, now,
681600	692160	we want to use this sorted, which will create for us a new list, but will not modify the very first
692160	702880	thing that we want to apply, so let's be know first, have some unsorted again list, this can be
703840	706960	the same list, I mean, maybe we can copy this thing,
710640	716960	okay, this is unsorted, original list of here, so let me not print it also,
716960	726480	now before we or let me know first, so we initialize this unsorted and then we
726720	733520	pass this unsorted to this sorted function, and then whatever is, you know, return we
734320	739120	accumulated in sorted ascending, so by default again, I mean, it will do, you know,
740240	744400	sort in ascending order, if you want, you know, in descending order, then you have to again pass
744960	750560	as second argument, reverse is equal to true, the way I mean, we did in first one, because
750560	755600	in first one, we have only, you know, we only pass this argument whether to reverse or not,
755600	761200	but here since it's a function, you have to pass both the unsorted list as well as whether to
761200	769120	sort it in ascending or descending order, okay, so let me, you know, have both the variant of this,
769120	776000	maybe, you know, we first run this and then print the outcome of this as well,
776800	786080	so if I want to, you know, print the outcome of this, I can maybe print this one that we want to
786080	792160	sort it, of unsorted, what is it, so, okay, so this is the final result that we want to
793440	802000	know, observe, and we maybe, you know, we also want to, before we do that, we want,
806320	813040	so after we do this, you know, sorting, we also want to see at this particular moment,
813040	818240	what is the status of unsorted, right, is that will, you know, help us figure out whether this
818960	824320	has a side effect or not, this function has a side effect or not, okay, so let me, you know,
824320	833440	print it and see what happens, now you see the unsorted, the sorted list as this one, right,
834400	840000	but then, you know, your original list, which was, you know, unsorted, when I print it,
840000	846720	after this, you know, actually, this instruction get executed, even after this, this unsorted
846720	854720	remains the same, it has the same value, okay, and now, you know, as in the previous case,
854720	861600	you can also check the, you know, this reverse argument also in action, okay, so let's say,
861600	871440	if I want, now, to sort it in reverse order, and then, uh, maybe, uh, see what happens,
871440	879760	so what we can do is, let me, so now, sort of descending has, uh, sorted function,
879760	885120	and we pass the same unsorted, which was, you know, same, we have seen, right, it, it was not
885120	890800	modified, and then you pass reverse is equal to true, and we want to see what is the, you know,
890800	897760	descending, uh, so what is accumulated in this sorted descending, if you print it now,
898400	904400	this is what you get, okay, so now, we know, I mean, how to, uh, sort these, uh, lists,
904400	912560	and a few important thing to, uh, no note, uh, regarding this, uh, sorted, uh, and, you know,
912560	918880	the sorted function, as well as this method, list.sort is that, there, uh, somehow, you know,
918880	925120	optimal, you know, they are very, uh, uh, fast, and it's an, you know, enhanced version of, uh,
925120	931840	you know, maybe, team sort, uh, algorithm, so earlier, I, I'm sure it was a, uh, it was an
931840	940320	implementation of team sort, maybe before Python, uh, 3.20, but then from Python 3.11, uh, it uses
940320	946000	power sort algorithm, so inside this, uh, you know, sorting algorithm, we, uh, so Python developer
946000	952720	has actually implemented, uh, power sort, which is actually enhanced version of team sort, uh,
952720	958240	with optimal, you know, merge decisions, and essentially, uh, both of, you know, these, uh,
958240	964560	sorting algorithms are stable and adaptive sorting algorithm optimized for kind of real world data,
964560	971520	okay, so they are, uh, you know, a very mindful combination of, uh, insertion sort, and, uh, merge
971520	976080	sort, okay, so I'm not getting into the detail of, uh, you know, these algorithm, but just keep in
976080	982560	mind that they're, uh, no kind of optimal, uh, they perform in, of the order of analog and, uh,
982560	990480	complexity, and, uh, they're very efficient for a lot, okay, so you can be, uh, um, you can be
990480	996080	sure that if you use this built-in function, then you're using the most efficient algorithm for
996080	1002400	sorting, okay, so both algorithm, whether I mean you use, uh, this sorted, uh, function, or,
1002400	1008480	you know, least dot sort method, combining insertion sort, efficiency, on a small, you know,
1008480	1015040	partially, uh, you know, sorted data with merge sorts, no reliable guarantee that you will finally,
1015040	1022160	you know, get thing in very less amount of time, and, uh, the hence, I mean, both of them are
1022160	1028720	exceptionally fast, and if you are working on, uh, you know, real data, then, uh, you know, it's,
1028720	1034080	you know, good to, you know, prefer this over even, you know, merge sort, because I mean, it,
1034080	1039120	already, it doesn't, again, start by, you know, sorting, uh, things, if you have some, you know,
1039120	1044000	already sorted thing, then it will not touch that, and it will, you know, it modifies this
1044000	1049520	insertion sort, and merge sort, in a way, to achieve the, this, you know, optimal time,
1049520	1054960	complexity kind of thing. Okay. So, now we'll not, no, delve deeper into this. You can search, uh,
1054960	1059760	on the internet about, what is the algorithm that has been implemented in this sort,
1060560	1067120	uh, you know, method, and, uh, the sort function. Now, let's, uh, go to another, you know,
1067120	1073040	interesting thing that we usually want to do with list. So it's, you know, about copying list.
1073040	1078320	So now there can be different way to copy a list. So copy means, I mean, I want to, you know,
1078320	1084000	copy this list into some, you know, other, uh, list, this is, this is what we, say, mean, uh,
1084000	1088480	you know, copying list when we say here, copy list. So there are various methods to create copies
1088480	1095120	of list, and we'll see, you know, them one by one. So, but before we copy list, let's,
1095120	1101440	now again, I'm create a list for ourselves. I mean, uh, let me, you know, call this list,
1101440	1110880	original list. Okay. And so this, let's take a little, a complex list instead of, uh,
1110880	1117760	simplest, now, list, uh, may contain, uh, list within, uh, themself. Okay. So one of the element
1117760	1124080	of list can be another list also. Okay. So this, this is what, you know, I'm calling, you know,
1124080	1130240	nested list here or more complex list rather than a simple flat kind of list. So for, you know,
1130240	1136400	this set of, you know, activity where we want to copy list, let's consider a little, uh,
1136400	1142160	can complement, you know, complicated list or, you know, a nested list. And for simplicity,
1142160	1149600	let me again, uh, begin a fresh list where my, you know, elements are like this. Okay. So I have,
1149600	1155520	you know, first one, two, three, you know, as, you know, first three element. And then, let me,
1155920	1163600	put in the place of fourth element or another list, which is, you know, four, five. Okay. So
1163600	1168640	remember, I mean, this is different than, uh, no, keeping, uh, one, two, three, four, five,
1168640	1174080	in a single, you know, list in a flat way. Okay. So this is a nested structure where your fourth
1174080	1182000	element itself is a list, which contains four and five. Okay. So note this difference with the,
1182000	1187440	you know, previous list that we have been discussing so far. Okay. So let me write a comment here
1187440	1194240	for your convenience. So this, what I want to say here is that this list, uh, is with nested
1195520	1211120	structure. Okay. So if you print now, let me, uh, you know, this, now if you,
1212560	1224400	print this, let me print here the original list, which we created just now.
1232000	1236480	Okay. So you can see the original list is one, two, three, and then four, five,
1236560	1241920	as the fourth element of it. So this, this is, you know, this is important to note that this is the
1241920	1251040	fourth element of the outer list. Okay. Now, I mean, how to copy this kind of list? So one very,
1251040	1258240	uh, it's no simple again method is to use this list.copy method. Okay. So we, we, let me, uh,
1258240	1265600	go one by one so we can, to the very first and, uh, you know, very simple way to use this, uh,
1265760	1271360	so let me call it copy one. Let's say, since we are going to discuss multiple ways to copies.
1271360	1277040	So just to distinguish between, you know, what's happening. Let me give, you know, different name.
1277040	1284000	So copy one, let's say we create by using this, uh, you know, list.copy method. Okay. So what was
1284000	1291840	our original, uh, list, original list was this, you know, uh, stored in the original, uh, variable.
1291840	1302080	And then if we say, original.copy, okay. And then, uh, whatever you get, you just keep it in
1302080	1306880	copy one is what, uh, will not you ever.
1310640	1317360	So let me now print also. So what if we print this, uh, now after, maybe, uh, you know,
1317440	1327040	this copy. So what we are saying there, after we copy, we use a copy, uh, method.
1328080	1338800	What is the output that we get here? Is copy one? Okay. Now if you just see, uh, what's the result? Then,
1338800	1347200	you can see, uh, this is what, you know, we expected that in copy one, we get the same list.
1347920	1353440	Okay. Now, I mean, I somehow, uh, like this, uh, you know, dot copy method because it's,
1353440	1358240	you know, kind of explicit, right? It clearly says that I'm making a copy, right? This list.copy
1358240	1364480	says clearly. So this is, uh, no Python style where you want to write on script, which is
1364480	1371120	readable and immediately, you know, clear to you. Um, why, uh, or what we are doing. Okay.
1371760	1376400	But again, I mean, those who are working with older version of Python, this might not be
1376400	1381760	available. So my, you know, guess is that, you know, it's somehow a new feature that might not be,
1381760	1388480	you know, available with previous, uh, version of I think Python. Okay. So older Python version may,
1388560	1393840	may not have it, but check it. I mean, it, uh, I'm, I'm, I'm not, I may not be completely correct.
1394560	1401440	And, uh, this is, you know, it's not a universal kind of, uh, no copy method, it works only on
1401440	1406800	list. Okay. So that you have to keep in mind. There are some pros and some coincides. This is
1406800	1412880	readable. It's very explicit, but again, it's not available in the previous version. And, uh,
1413600	1420160	it may be not only applicable to lists. So this is what you can keep in mind when using this method.
1420160	1429600	But then there is another, you know, more kind of universal, uh, you know, way to do the same thing.
1429600	1435920	And that's what we call slicing. So slicing, we can use for not only copying the whole list,
1435920	1440800	but also, you know, copying, uh, different segment of the list. Okay. So this is an interesting,
1441440	1446960	another way of copying, uh, listing to another list in Python. And the good thing is,
1446960	1452880	it works in all Python version. I mean, so, you know, I mean, this is present in almost all
1452880	1458080	the version of the Python. So if you're writing, you know, backward, compatible code, then this is
1458080	1465600	good thing to go ahead with. Uh, one another thing about slicing is that, you know, it works with
1465680	1471120	other sequence type also, like, I mean, if you, instead of list, if you want to know work and copy,
1472320	1477280	either whole, uh, you know, data structure or a subsequent of the data structure and data structure
1477280	1482880	being different than list, let's say, string, tuple, then also you can use the slicing method. So,
1482880	1489280	okay, so it's no more flexible in that sense. And as I said, it's more flexible in the sense that
1489360	1496960	I can also, you know, copy, uh, sublist, instead of the full list, it also have some, uh,
1496960	1503840	slight, you know, performance, uh, I think advantage over this dot copy method, uh, you know,
1503840	1509520	but that, that is very, uh, slight. But I mean, some, some people may find again, I mean,
1509520	1515840	this, uh, little more, uh, difficult to recall or remember that this is doing the job of copying,
1515840	1521040	because here it was very explicit, right? We write dot copy. So, uh, for beginners, it's very easy,
1521040	1526880	but this may be, uh, you know, not that easy to keep in mind, but given this pros and cons,
1526880	1531520	let's see now, you know, how to use this thing, okay? So, what we say is, let's say,
1532800	1538400	in our current, uh, you know, scenario, we just want to make the copy.
1538560	1548000	So, let's call it copy two, and here what we want to do is, this, original,
1550000	1557680	okay? And then you just write this column. So, what it means is that I want to copy the whole list,
1557680	1564320	instead of, you know, this, I could have written, if I want to us, no, uh, sublist, I can write
1564400	1569360	three numbers here, you know, first being a start, second being a stop, and then I can also,
1569360	1574400	you know, say, what are the steps that you want to take, uh, you know, from start to stop,
1574400	1578960	to select different elements that you want to copy. But let's say, for simplicity, right, now,
1578960	1584320	I just want to, you know, focus on the whole, uh, list. So, we, uh, you know, just copy the whole list.
1585840	1592080	The syntax to do that is just write a, you know, uh, colon like this, and this will, uh, copy the whole list.
1592560	1600080	Okay. And, um, just to see the outcome, uh, just observe and validate whether things are going
1600080	1606560	correct. We simply, you know, print it. So, we say that after slicing may be, uh, after,
1608000	1618800	slicing, uh, we, we want to see, uh, our, um, original list, right? So, this is what we did,
1618800	1626880	and what we want to see now is copy two. Because copy two is what, uh, we obtain just now.
1628560	1632240	Okay. So, let's see, uh, what happens here when we,
1634800	1641920	especially you get the same, uh, you know, our numbers and the list that you put inside the,
1641920	1647840	no, outer list. Okay. So, this is perfectly, you know, aligned with what we, you know, expected.
1648560	1654880	Now, another, uh, way to, again, achieve the same thing is, uh, using list constructor.
1655680	1663360	Okay. So, list constructor is again, I mean, uh, it's, it's more, you know, universal. I mean,
1663360	1670080	you can, uh, not only copy a list into another, uh, you know, list, but you can also copy other
1670080	1679520	kind of, uh, you know, data sets like tuples, uh, uh, strings, uh, also, you know, into a list.
1679520	1683600	I mean, and explicitly to this type of conversion. So, if you want to make sure that your,
1683600	1690480	no, final thing is always a list whether you are copying, uh, no, list, or let's say, or string,
1690480	1695840	or tuple, then you can explicitly say this, you know, uh, so I prefer this, you know, most of
1695840	1701840	the time because this is explicit and I know my final outcome is list. So, if you also want to do,
1701840	1707200	no, defensive programming and be sure of, uh, the type of data that is being written, then, uh,
1707200	1713360	you know, some of you may want to prefer using, uh, you know, this constructor over, you know, other.
1713360	1720320	So, worth the, you know, way to use it. So, let me end right down the code for this.
1720480	1728560	So, we need to do is let's create another copy. I'm creating, uh, you know, these different copies,
1728560	1734480	so that, you know, we can do some analysis at the end. So, let me, uh, now the, in this, this time,
1734480	1744640	what I choose says, I use this, no, list constructor, where I pass my original list.
1744880	1752560	And then whatever is written, I also want to, no print end, maybe see.
1752560	1766240	Okay. So, let me print it. So, what we want to print it is, no, after we apply this list,
1766640	1775120	constructor, original, right? So, what is that we expect here?
1776640	1781440	Is stored in copy three. Okay. And ideally, we should get the same.
1785520	1792400	And see, uh, this is what you get when we print out. Okay. So, as I mentioned,
1792400	1797840	it is most universal work with, you know, any interval and it can copy from tuple,
1798480	1804400	sets, strings, generator, etc. And this is very explicit, right? So, this may be good for those
1804400	1810480	who want to be, you know, completely sure about the output type of the, you know, copy function.
1810480	1815760	Okay. So, this is what we can use, you know, um, list constructor, you, you pass it.
1816560	1822320	Now, the fourth way, uh, again, which can copy all the element in your, you know, list is
1822880	1826560	this assignment operator. No, we have already seen the effect of assignment,
1826560	1831840	operating previous lectures. So, this is safe. So, you can do that assignment on list also.
1832720	1839280	Okay. So, the very, uh, no, long method that we want to see today is this assignment. So,
1839360	1843360	let me create another copy. So, let's call it copy four.
1845520	1853760	And again, pass the same thing. No, we pass origin into this one. And now we want to print what we
1853760	1861280	get here. Okay. So, after assignment, uh, what we get is this copy four. Okay. And let me,
1861280	1867520	you know, print it here. But after assignment, we get copy four. So, once we print here,
1867520	1874160	you see, we get the same thing. Okay. So, now you, you might have noticed that in all these cases,
1874720	1880400	the final outcome that we are getting are same, right? When we print them, they are same.
1881360	1886480	But we want to verify whether, whether, you know, the semantics of all this four,
1886960	1893520	no different ways of copying list is same or not. Okay. So, when I say whether the semantics is same
1893600	1900000	or not, we have to check not only the values that appear in the final variable,
1900720	1906560	but also whether, you know, they are somehow attached or they are, you know, completely separate entity.
1906560	1912080	Okay. So, what I mean, I'm more precise way to ask this question is that we want to now verify
1912080	1917840	whether, you know, the copied object is, you know, same as the original object in all these cases,
1917840	1923040	or there is some distinction between these, you know, different ways of copying. Okay.
1923040	1929360	So, we will, you know, verify whether the objects are different or the objects are same,
1929360	1936080	the object that you get after, you know, you copy something and the object that you already know,
1936080	1942400	originally, you know, copy from they are same or different. And for that, we use this is operated,
1942400	1947280	that you might have seen in the last lecture also. Okay. So, his operator is, no, nothing,
1947360	1953840	but a way to check object identity, whether to variable, you know, point to the same object in
1953840	1959840	memory or not. Okay. So, we'll use the same is operator here to show whether two variables are
1959840	1965520	kind of, you know, aliases or different names for the same object or they are independent copies.
1966240	1970720	Okay. So, this will, you know, explain us the, you know, if there is any difference between these
1970720	1978160	four, no different copies are not. Okay. So, learn, let me not try to write this thing here.
1978160	1984400	So, what we want to do is verify that they are different, no, objects, okay.
1988000	1994000	So, what we're going to do is verify that these are
1994880	2009760	different objects is how to check. Okay. So, the way to check is using this is operator. Okay.
2009760	2014800	Now, what we can do is we can just print that. Let me know.
2014880	2026400	So, we want to first see the way that the original is same as the copy one. So, for that,
2027040	2036320	we can maybe, you know, okay. So, this statement does the same, you know,
2036400	2042080	activity that we want to do right now. Okay. So, let me put some.
2044160	2050800	So, what we are trying to print is whether original is same as copy one. Okay. So, if original is,
2051840	2059040	you know, same as copy one, then in this case, you will, you know, get a true value. Okay.
2059040	2064880	So, if this expression, so you can see this is an expression, right. The original is copy one.
2064880	2069040	So, if original is not copy one, let's say, if they are different objects, then what will be
2069040	2076640	written? So, you will get a false value. Okay. But if they are same, then we will get a true value,
2076640	2082000	and that is what will be no printed when we run this. So, can we run this and then see
2082000	2087760	what's the output that we get here? Just to make sure that they are different. So, you see,
2087760	2093520	original is copy one is this is false, right. Because, you know, this expression that we have
2093520	2099520	written here evaluates to false. Because, original and copy one are two different objects. So,
2099520	2106080	if original and copy one were to, you know, with the same object, then this expression will evaluate
2106080	2113200	to true. In that case, we would have no printed truth here. But now, we see a false here, it, you know,
2114240	2118720	makes us happy that, you know, they are not the same copy. So, they may not be any issue of
2118800	2124960	aliasing and later on, you know, chances of ambiguity of, you know, changing your original variable
2124960	2129920	without, you know, even not noticing. So, this is a good sign that we are indeed copying and
2129920	2136720	you are getting to different objects. Okay. Now, can we do the same, you know, thing with the,
2136720	2143280	no second and other thing? So, let me know copy face this thing and just check whether in other
2143280	2149760	cases also we have similar nodules. So, what if I want to compare it, you know, with copy two
2149760	2158960	instead of copy one? Okay. So, if you run. So, copy two is also, you know, different
2158960	2165120	objects and what were copy one and copy two by the way. So, copy one was using this dot copy method,
2165120	2170080	copy two was using this slicing. So, both of them gave me, you know, different objects. So,
2170080	2174880	this is what we noticed just now. What about the list operator, which we give us copy, not three.
2175760	2185440	So, can we also check for list? So, let me again copy and paste it and see what happens when we
2185920	2193360	compare these two objects and want to check whether they are same or not. So, when we, you know,
2193360	2201120	run it, it falls. Okay. So, these three are actually, now in all these three cases, we see that
2201120	2208400	the object that we get after copy is different than the object that we copy. Okay. So, now,
2208400	2215280	what about the last one where we store the final value in copy four? Can we also print it in the
2215280	2223440	same way? So, let me, you know, copy this thing and paste and now we are comparing it with no
2223440	2229840	copy four. So, we should change it to copy four and then see. In this case, what do we get?
2231920	2238000	So, in this case, we get true, right? So, now, this is a, you know, very important to keep
2238880	2245280	or note of this that the final one, which actually use the assignment operator, you see the final
2245280	2253120	one where we, you know, use this assignment operator is actually creating, it's not creating a new
2253120	2259440	object. Okay. It's pointing to the same object that this original one points to. So, it's like,
2259440	2267760	you know, alias. So, if you change, now the value of, let's say copy four after this instruction
2267840	2273280	is executed, your original will also get no chance. So, this is a very important to keep in mind.
2273280	2280880	So, depending upon what you are using for copy, you may actually create alias and it may be
2280880	2286240	cause of lots of, you know, error later on if you don't remember or recall that you have created
2286240	2292720	alias. So, assignments, immediately creates an alias and it is different from these other three
2293440	2298640	previous methods of copying in the sense that, you don't have different objects. Now, you have
2298640	2304240	the same objects and two different, you know, variable pointing to the same object. Okay. So,
2304240	2309920	this is, you know, one of the, so this is very, you know, important to keep in mind and this is what,
2309920	2319440	you know, I wanted to, you know, you to note at this moment in time. Okay. Now, the effect of
2319760	2328480	the three first three method is not as simple as it might appear just now and we will try to see,
2328480	2334720	you know, in depth, what some remaining, you know, point that you need to remember when using
2334720	2340240	this first three. So, although in the first three, you see that the object that you created,
2340240	2347520	you know, the copy that you created were different, you know, objects, some parts of those,
2347920	2352400	you know, bigger objects may be common with each other and to see that, I mean, it's good
2352400	2358400	best to go with no one example, the example that we started with the original list and I will show
2358400	2363680	you, okay. So, now we are trying to understand this, you know, silo copy behavior. So,
2363680	2368160	this dot copy method, we also call silo copy and in all other cases, also we are doing,
2368160	2374640	no, silo copy with nested list. So, we want to see a little deeply whether we understand the
2374640	2379840	semantic is still correctly or not, okay. So, certainly, you know, the final object is different,
2379840	2384880	right. And that's how you got this false in these three cases, but true in the last case, okay.
2384880	2391360	So, but what about, you know, instead of do we understand it in the most, you know,
2391360	2398000	precise way or we are still left with something. So, for that, let me demonstrate it using some
2398000	2403360	examples. So, this will be the, you know, following examples to demonstrate to you, the
2404320	2409120	exact semantics of this silo copy, you know, instead of, you know, understanding the approximate,
2409120	2413440	you know, semantics, let's now dive deep and understand the exact semantics.
2413440	2424560	So, the exact semantics of silo copy.
2427840	2437680	Okay. Now, what do you select me? What do we want to do is let me copy this original one.
2438240	2449360	So, this was our original. Let's start again. I mean, now, afresh is to make sure that
2450960	2458720	we know what is our, know, original list. So, let's, this is our, know, original list. And now,
2458720	2465280	we want to make a silo copy. We just give a name, silo copy to indicate the same thing that
2465280	2470400	happened earlier. Okay. Just to, you know, now, remind ourselves that we are talking about silo
2470400	2474880	copy. Let's, you know, rename it as silo copy. And what we are doing here is,
2476960	2485680	applying this dot copy method. Okay. So, now, now we,
2488000	2494560	know, so before we start changing these list, this list value or no copying, this list value,
2494560	2499280	let's say, first print, I mean, that before doing any modification to any of the list,
2499280	2505040	if you want to see, you know, what is the value of this list. So, we can actually immediately print
2505040	2511280	it. Maybe here, select me. So, we have two things. We have original and we have silo copy version.
2511280	2517200	Now, we want to, before we do any modification with these list, let's say, try to print the value
2517200	2524000	of the list and see what's happening. Now, before any modification, we see that original is this
2524000	2529520	one and your silo copy is also this one. But we know that they are no different objects. Okay.
2529520	2533760	So, they are not the same objects. So, what we expect is if we change one of them,
2534560	2540240	the others should not change. Okay. This is what is our expectation. Now, let me, you know, change
2540240	2546640	some of the elements. So, let me now say that in the copied version, which we should
2547600	2556000	select silo copy. If I want to, let's say, change the very first element, which is not the
2556000	2561840	zero element, to some completely different valuation, so that we can identify this change.
2562880	2570160	So, after modifying, you know, this, if I want to again check what is the status of original and,
2570160	2576480	you know, what is the status of this copied version or silo copy. So, I can actually,
2579200	2586000	do a print, right? I can immediately maybe, you know, print the original and then also,
2586000	2593760	you know, similarly, I can now print this silo copy version also, right? So, let me print here the
2593760	2603680	silo copy. So, what do you expect? In the silo copy, certainly, I mean, we want, you know,
2603680	2611520	instead of this one here, 99, right? But in the original, we don't want to see any change,
2611520	2617280	right? And this is what is the intended semantics. We understand till now. Okay. So, let me, you know,
2617360	2626000	confirm it by just running it. And this is exactly what we, you know, guessed. Okay. So,
2626000	2631040	our understanding seems to be correct that, you know, these two are different copies. So, here,
2631040	2637520	you, you still have one. But, you know, after execution of this statement, in the silo copy,
2637520	2645600	you can see the value of the first value has changed to 99. Okay. So, you know, with top,
2646080	2652160	top-level elements, I mean, we can see that there is no, no difference in what we understand and
2652160	2659600	what is being, you know, executed. Okay. So, our understanding of the execution semantics is
2659600	2666640	completely correct. Now, what if we change something in the, let's say, nested, but I mean,
2666640	2671280	just to make sure that we understand things correctly, what if I want to, let's say, change
2671840	2677840	this thing in the, you know, silo copy. Let's again, if we pick the silo copy and want to change
2678400	2683840	this element, which is inside a, you know, list. So, this is again another list, which is inside
2683840	2690560	the, you know, bigger list. If I want to change this, then what can I expect? So, let me write it down
2690560	2698480	and then check what happens. So, what we are, so what we saw here in the beginning was that we
2698480	2703680	modify the top-level element in copy, right? So, let me write a comment to make sure that you
2703680	2722400	understand what we intended here. Here, we intended to modify the top-level elements in copy.
2723520	2727440	So, this is what we did, right? We did a silo copy and we modified the top-level. So, what are we
2727440	2732400	calling top-level? The top-level are this one, two, three. And what is the nested part?
2732400	2738160	Nested part is this four and five, which is inside another, you know, list, which appears as the
2738160	2743440	fourth element in the, no, bigger, you know, outer list, okay? So, this is what we said top-level.
